config_id,config_hash,checkpoint_hash,random_seed,MAX_NODES,MAX_HEIGHT,init_pop_method,max_iterations,pop_size,tourn_size,cxpb,mutpb,constants_range_json,ELITE_SIZE,LOG_METRICS_EVERY,hof_size,best_train_r2,best_test_r2,best_train_huber_loss,best_train_adj_r2,best_test_adj_r2,best_train_smape,best_test_smape,best_train_mae,best_test_mae,best_num_nodes,best_height,best_expression,hof_csv,population_csv,checkpoint_path,reached_target,stop_reason
single_config_independent_2,172f31acac,be076d7a4f,42,400,30,oblesa,5000,2500,100,0.6,0.8,"[-50.0, 50.0]",5,100,50,0.737989645483918,0.7198371806006616,0.011081440931068382,0.737722546184862,0.7186911970552177,0.2464065792595957,0.25283147679565904,0.11212496695673303,0.11537306187774211,400,29,"div(33.5638701915741, add(X7, add(div(X6, add(X14, mul(X4, mul(X18, mul(add(sub(sqrt(exp(exp(X15))), X6), X13), log(4.443030977881925)))))), add(sqrt(div(X11, X3)), add(div(X11, add(X4, mul(mul(exp(X9), add(-20.653032127428073, mul(mul(X4, exp(sqrt(X3))), div(sq3(exp(identity(div(X5, identity(0.2931779161181822))))), sub(sq2(X2), 0.3120032833018058))))), div(identity(div(16.527167914853564, X3)), X8)))), add(div(X11, add(add(mul(X18, log(X3)), add(X13, X14)), add(X13, X14))), add(div(X1, add(X12, X10)), add(add(div(X11, add(X6, div(add(div(X1, X10), mul(mul(mul(X18, add(X16, mul(mul(sq3(X18), exp(sqrt(X3))), div(0.6167516132111217, exp(exp(X18)))))), div(X2, sq3(sqrt(X1)))), div(sq3(X18), X1))), X13))), mul(sqrt(sqrt(sqrt(div(sqrt(X2), div(div(sqrt(X3), add(div(add(sq3(sq2(X0)), sq3(sqrt(sq3(sq3(log(X1)))))), add(0.2931779161181822, sq3(sq3(sq3(sq3(div(sq2(mul(div(X4, X2), exp(X18))), sq2(X11)))))))), X17)), add(add(sq2(X16), mul(mul(sq3(mul(X0, X1)), X17), sq2(sq3(log(X2))))), X16)))))), X15)), add(sqrt(div(X9, X11)), add(div(add(add(div(X11, add(exp(identity(div(X5, add(mul(sub(X6, 3.922823513181264), exp(X15)), X1)))), div(X1, X8))), mul(48.251286620685036, X15)), X10), add(X4, mul(49.92924580592823, div(X3, X2)))), add(div(3.922823513181264, sub(exp(X6), X5)), add(div(X1, add(sq3(exp(identity(div(X5, add(add(div(X11, add(exp(identity(div(X11, sub(X4, 37.97287145620216)))), X7)), mul(X9, X15)), X18))))), mul(1.7488105760395811, div(X3, add(sq3(exp(sq3(X0))), exp(X5)))))), add(div(X1, add(sq3(exp(identity(div(sqrt(X10), sqrt(X3))))), mul(sq3(exp(sq3(X0))), X18))), add(X7, add(div(X1, add(add(X5, X14), mul(mul(0.9773512415938796, add(X11, mul(mul(X12, exp(X12)), div(X12, sq2(X11))))), div(X11, X8)))), add(div(X4, -31.513873970639562), add(div(X11, add(X10, div(add(div(X2, X10), mul(mul(33.5638701915741, add(X2, exp(X12))), div(12.032890547823584, X8))), add(div(mul(sq2(X10), X14), div(37.97287145620216, exp(sq3(X18)))), sq3(X6))))), add(div(add(33.5638701915741, 43.55355368057943), add(X4, div(add(div(-9.22508859226695, X10), mul(mul(X6, add(exp(exp(X0)), mul(mul(log(X2), exp(sqrt(X3))), div(X2, X8)))), div(add(X2, -9.22508859226695), X8))), sub(X3, X13)))), add(div(add(-39.368376250880644, sub(X9, X4)), add(X4, mul(X17, div(identity(sq2(sub(X11, X5))), X0)))), 33.33746993153734)))))))))))))))))))",results/single_config_independent_2/exp_perf_beam_grid_search_single_config_independent_2_172f31acac_hall_of_fame.csv,,checkpoints/single_config_independent_2/exp_perf_beam_grid_search_independent_ckpt_be076d7a4f.pkl,False,max_iterations
