config_id,config_hash,checkpoint_hash,random_seed,MAX_NODES,MAX_HEIGHT,init_pop_method,max_iterations,pop_size,tourn_size,cxpb,mutpb,constants_range_json,ELITE_SIZE,LOG_METRICS_EVERY,hof_size,best_train_r2,best_test_r2,best_train_huber_loss,best_train_adj_r2,best_test_adj_r2,best_train_smape,best_test_smape,best_train_mae,best_test_mae,best_num_nodes,best_height,best_expression,hof_csv,population_csv,checkpoint_path,reached_target,stop_reason
beam_grid_0294,49f427b1c8,1c1063131b,42,400,30,oblesa,100,2000,80,0.65,0.7,"[-50.0, 50.0]",10,100,50,0.5513924987024801,0.52407955150848,0.018973362850656,0.5509351780390692,0.5221328370797741,0.3070778893752572,0.3116407290839622,0.1528268828051514,0.1557624020884635,274.0,29.0,"div(39.010822772979736, add(add(add(sub(sqrt(X13), add(div(X5, sqrt(X11)), sqrt(div(X5, exp(X13))))), sub(mul(sqrt(mul(X11, sqrt(mul(mul(sqrt(mul(sqrt(identity(X11)), sqrt(mul(sq3(div(exp(X16), X4)), sqrt(sqrt(sq2(identity(X2)))))))), sqrt(mul(sqrt(mul(mul(identity(div(sqrt(mul(sq2(identity(sq3(X11))), sqrt(sqrt(mul(X2, X15))))), sq3(X3))), sqrt(mul(X11, sqrt(sqrt(X15))))), sqrt(sqrt(sq2(identity(X12)))))), sqrt(sqrt(sq2(identity(sq3(X11)))))))), sqrt(sqrt(mul(sqrt(identity(X11)), sqrt(mul(mul(mul(X1, sqrt(sqrt(mul(X17, mul(identity(div(sqrt(mul(X12, sqrt(sqrt(mul(X10, X15))))), sq3(X3))), sqrt(mul(X11, identity(X3)))))))), sqrt(sqrt(mul(X17, mul(X1, sq2(identity(sq3(X11)))))))), sqrt(sqrt(sq2(identity(sq3(X11)))))))))))))), sqrt(sqrt(mul(sqrt(X2), sqrt(sqrt(mul(mul(sq2(sq2(sq2(identity(sq2(exp(log(sq2(X0)))))))), sq3(div(X11, X4))), sqrt(sqrt(mul(mul(mul(sq2(sq2(sq2(identity(sq2(exp(log(sq2(X0)))))))), sqrt(39.010822772979736)), sqrt(sqrt(mul(mul(identity(div(sqrt(mul(X12, sq3(X3))), sq3(X3))), sqrt(mul(X11, sqrt(sqrt(X15))))), sqrt(sqrt(sq2(identity(sq3(X11))))))))), sqrt(sqrt(sq2(identity(sq3(X12))))))))))))))), mul(X13, X13))), add(add(X1, sqrt(mul(X11, sqrt(mul(X11, sqrt(sqrt(mul(X1, sqrt(sqrt(mul(sq3(div(X11, X4)), sqrt(sqrt(mul(mul(sq2(sq3(sub(identity(sq3(X16)), identity(div(sqrt(mul(X12, sqrt(sqrt(mul(X10, X0))))), sq3(X3)))))), sqrt(mul(mul(X2, sqrt(mul(X11, sqrt(sqrt(X15))))), sqrt(sqrt(sq2(identity(sq3(X11)))))))), sqrt(mul(exp(sub(X1, exp(exp(sqrt(X14))))), log(identity(X1)))))))))))))))))), sq3(X15))), 47.039276361465454))",results/exp_perf_beam_grid_search_0294_49f427b1c8_hall_of_fame.csv,results/exp_perf_beam_grid_search_0294_49f427b1c8_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_1c1063131b.pkl,False,max_iterations
beam_grid_0071,62b3fb4391,d693933662,42,400,30,oblesa,100,2000,100,0.55,0.55,"[-50.0, 50.0]",10,100,50,0.5506155218710282,0.5375832493249559,0.0190062242346209,0.5501574091398097,0.5356917706892561,0.3148885500282034,0.3173353395794336,0.1543769808474398,0.1560530071291863,136.0,26.0,"log(sqrt(log(add(mul(X13, div(sub(mul(X13, div(sqrt(mul(X12, add(mul(X3, X11), identity(X8)))), add(X1, identity(add(sq3(X15), identity(sq2(sq3(X15)))))))), -39.819157886676024), X1)), add(mul(mul(X12, X7), X7), add(identity(sub(identity(mul(add(identity(sub(identity(mul(X12, div(sub(add(sub(sqrt(X13), log(identity(log(X3)))), X5), X7), X11))), sq3(X15))), add(sub(div(sub(23.233595351739197, div(sub(identity(identity(exp(add(X7, X0)))), X7), X1)), X1), log(X11)), sq3(X14))), div(sub(add(sub(23.233595351739197, div(sub(exp(add(X7, X0)), identity(sub(identity(mul(div(sub(X7, X4), X2), div(sub(add(sub(sqrt(X13), log(identity(X3))), X5), X7), X11))), sq3(X15)))), X1)), X5), X14), X11))), log(X11))), add(sub(div(sub(mul(X15, X7), -39.819157886676024), X1), log(X11)), 14.993994263742081)))))))",results/exp_perf_beam_grid_search_0071_62b3fb4391_hall_of_fame.csv,results/exp_perf_beam_grid_search_0071_62b3fb4391_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_d693933662.pkl,False,max_iterations
beam_grid_0247,628a702ac5,9e7592ba7c,42,400,30,oblesa,100,3000,100,0.6,0.7,"[-50.0, 50.0]",10,100,50,0.5472557258406706,0.5291291353650477,0.019148323127314,0.5467941880571623,0.5272030758541619,0.3074696260899746,0.3103490959264136,0.1525454471815692,0.154005752665412,254.0,29.0,"log(div(-48.808003310114145, add(exp(sub(exp(div(sub(X4, add(exp(div(sub(div(-48.808003310114145, identity(X11)), X1), X1)), add(exp(div(sub(div(X1, identity(div(-48.808003310114145, add(exp(div(sub(X4, add(exp(div(sub(sqrt(add(add(X11, X4), sq2(X11))), X1), add(X6, add(X13, -27.602465450763702)))), div(X6, X17))), X4)), add(sq2(X9), add(X13, -27.602465450763702)))))), X1), X1)), log(X6)))), X4)), identity(X2))), add(div(sub(div(-48.808003310114145, add(exp(X17), add(X17, log(div(X6, sq3(mul(X17, X0))))))), X1), add(add(X12, X14), sq2(mul(sq2(add(X0, sqrt(X9))), div(sub(X11, 5.126742384671893), X3))))), add(exp(sub(log(X11), X1)), add(X17, add(exp(div(sub(X4, add(exp(div(sub(div(-48.808003310114145, identity(log(exp(div(sub(X4, add(exp(div(X0, X1)), X11)), X4))))), X1), add(X11, X4))), add(exp(div(sub(div(-48.808003310114145, identity(div(add(exp(div(sub(X4, add(exp(div(sub(sqrt(add(add(X11, X4), sub(X10, X14))), add(X13, -27.602465450763702)), add(X6, add(X1, -27.602465450763702)))), X1)), X4)), add(log(X2), add(X13, -27.602465450763702))), add(add(X1, sq3(X15)), add(X1, add(X1, -27.602465450763702)))))), div(-48.808003310114145, identity(sqrt(X3)))), X1)), X17))), X4)), add(div(sub(div(-48.808003310114145, add(exp(sq2(X0)), add(X6, add(X5, -27.602465450763702)))), X1), X4), add(exp(div(sub(X5, add(exp(div(sub(div(-48.808003310114145, identity(div(-48.808003310114145, add(add(X1, X1), add(X1, add(X11, add(X11, -27.602465450763702))))))), div(-48.808003310114145, identity(sqrt(X3)))), X1)), sq2(sq3(X7)))), X4)), add(log(X0), add(X13, -27.602465450763702)))))))))))",results/exp_perf_beam_grid_search_0247_628a702ac5_hall_of_fame.csv,results/exp_perf_beam_grid_search_0247_628a702ac5_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_9e7592ba7c.pkl,False,max_iterations
beam_grid_0269,a41a01f079,6b9b55ee94,42,400,30,oblesa,100,2000,60,0.65,0.45,"[-100.0, 100.0]",10,100,50,0.5470609867175249,0.5320047034807995,0.0191565594052049,0.5465992504125369,0.5300904062506887,0.3109990936714762,0.3133922325790474,0.1554402478013277,0.1567351895251607,159.0,30.0,"div(-12.003767490386963, sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(sub(X13, -3.835826962735055), div(X1, add(X4, sqrt(sq2(sq3(sq3(identity(div(sub(log(X11), div(X3, add(X0, sqrt(X4)))), add(sub(sub(sub(sub(X13, X6), sub(sq2(div(X0, X18)), X13)), X7), X15), X2)))))))))), div(X1, add(X4, sq2(sq3(sq3(identity(div(sub(sub(-3.835826962735055, X18), div(X1, sub(sub(X6, X7), div(X1, add(X0, sqrt(div(X1, X4))))))), add(sub(sub(X7, X7), X15), X2))))))))), X15), X7), div(sub(sub(sub(sub(X7, X7), X15), X15), div(X1, add(sqrt(div(X1, X4)), sqrt(div(X1, X4))))), add(sub(sub(sub(sub(X13, -3.835826962735055), X7), X7), X15), X2))), X7), div(X11, add(add(X15, sqrt(add(log(sq2(identity(X3))), sq2(sq3(sq3(identity(sq3(sq2(sq2(X13)))))))))), sqrt(sq2(sq3(sq3(X14))))))), -3.835826962735055), div(X1, X4)), log(X1)), log(X1)), 19.0665602684021), div(X10, X4)), X15))",results/exp_perf_beam_grid_search_0269_a41a01f079_hall_of_fame.csv,results/exp_perf_beam_grid_search_0269_a41a01f079_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_6b9b55ee94.pkl,False,max_iterations
beam_grid_0045,e26bb0a35f,39dfef076f,42,400,30,oblesa,100,2500,120,0.55,0.7,"[-50.0, 50.0]",5,100,50,0.5461000351515319,0.5211086457302504,0.0191972017990364,0.5456373192307185,0.5191497790497068,0.3049242000812674,0.3094880793547889,0.1510951696307899,0.1540617332008964,201.0,29.0,"div(add(X13, 33.5638701915741), add(X15, add(identity(X15), add(sq3(div(X5, -49.8899923798658)), add(add(X1, add(div(X11, add(sq3(sq3(X13)), sqrt(add(sq2(sq2(X14)), mul(add(div(sq2(X4), mul(X3, X2)), sq3(sqrt(mul(mul(sub(X14, X17), sq3(X15)), sq3(X16))))), identity(X18)))))), 33.5638701915741)), add(add(add(X16, sqrt(div(33.5638701915741, add(sq3(sq3(X13)), sqrt(add(sq2(sqrt(add(sq2(sq2(mul(X11, div(add(X10, add(identity(X15), add(sq3(identity(add(sq3(X15), identity(X15)))), add(add(X15, mul(X3, div(exp(sq3(X17)), X10))), X15)))), X8)))), mul(add(div(sq2(X3), mul(X3, X2)), sq3(sqrt(X5))), identity(X18))))), mul(add(div(sq2(X4), mul(X3, X2)), sq3(sqrt(mul(mul(sub(X14, X17), sq3(X15)), sq3(sub(X4, X5)))))), div(sq2(X4), identity(div(X18, X14)))))))))), sqrt(mul(X11, div(add(X10, add(identity(X15), add(sq3(identity(add(sq3(X15), sub(7.051076449057902, sq3(X17))))), add(add(X15, mul(X3, div(exp(sq3(X17)), X8))), X15)))), X8)))), sqrt(mul(X11, div(add(X10, mul(X11, div(add(X10, add(identity(X15), add(sq3(identity(X6)), add(add(X15, mul(X3, div(exp(sq3(X17)), sq3(X4)))), X15)))), X8))), X8)))))))))",results/exp_perf_beam_grid_search_0045_e26bb0a35f_hall_of_fame.csv,results/exp_perf_beam_grid_search_0045_e26bb0a35f_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_39dfef076f.pkl,False,max_iterations
beam_grid_0090,7768e1b1a3,add97d99a1,42,400,30,oblesa,100,2500,60,0.55,0.8,"[-50.0, 50.0]",5,100,50,0.5458158218281497,0.515202259806612,0.019209222290214,0.545352816173827,0.5132192335281031,0.3103023407020973,0.3200613522346636,0.1544206780332573,0.159617307494725,326.0,30.0,"log(div(-48.685411270707846, add(add(X13, div(add(X5, X1), identity(X11))), add(add(add(add(log(X12), div(add(X9, add(X9, mul(div(add(X1, add(sq3(X17), identity(add(add(add(X15, add(X1, identity(add(add(X17, div(add(-48.685411270707846, add(-27.70768702030182, X3)), identity(div(X4, identity(X11))))), X7)))), div(add(-48.685411270707846, add(-27.70768702030182, X3)), identity(div(X4, identity(X11))))), -27.70768702030182)))), identity(add(mul(X7, X13), -27.70768702030182))), X13))), identity(add(mul(div(add(X15, add(X7, identity(add(add(X17, div(add(X1, add(-27.70768702030182, X3)), identity(div(X4, identity(X11))))), -27.70768702030182)))), identity(add(mul(X7, X13), -27.70768702030182))), X13), -27.70768702030182)))), div(add(add(X1, X1), X1), add(add(X13, add(add(log(sq2(sub(X11, X0))), div(add(X1, add(X1, X1)), identity(add(X0, -27.70768702030182)))), div(sub(sq2(X0), exp(X7)), identity(sqrt(div(add(X5, X1), identity(X11))))))), add(add(add(add(log(sq2(sub(div(add(X1, mul(sq3(X17), X1)), identity(div(add(X5, X10), identity(X11)))), sub(X18, X11)))), div(add(X1, add(X1, add(X15, add(mul(X13, X18), identity(add(add(X17, div(add(mul(sq3(X17), X4), log(X1)), identity(div(add(X5, div(identity(sq2(identity(add(X10, X1)))), log(mul(identity(exp(X0)), sqrt(sq3(X3)))))), identity(add(sqrt(add(identity(identity(add(X3, X17))), exp(identity(identity(X6))))), sq3(log(sqrt(X2))))))))), -27.70768702030182)))))), add(mul(X16, X13), -27.70768702030182))), div(add(X1, add(X1, add(X15, add(mul(add(X17, div(add(mul(sq3(X17), X4), sqrt(X5)), identity(div(add(X5, div(identity(sq2(identity(add(X7, X1)))), X0)), identity(add(sqrt(add(identity(identity(add(X3, X17))), exp(identity(identity(X6))))), sq3(log(sqrt(X2))))))))), X18), identity(add(add(add(mul(X7, -28.48920508888333), -27.70768702030182), div(add(mul(sq3(X17), mul(X1, X0)), X1), identity(div(add(sq3(log(sqrt(X2))), X1), identity(add(X11, -27.70768702030182)))))), -27.70768702030182)))))), identity(add(mul(X7, X13), -27.70768702030182)))), X16), -27.70768702030182)))), div(add(X1, X1), -27.70768702030182)), -27.70768702030182))))",results/exp_perf_beam_grid_search_0090_7768e1b1a3_hall_of_fame.csv,results/exp_perf_beam_grid_search_0090_7768e1b1a3_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_add97d99a1.pkl,False,max_iterations
beam_grid_0091,42c7d0c485,ca8a3ce090,42,400,30,oblesa,100,2500,60,0.6,0.7,"[-50.0, 50.0]",5,100,50,0.5458068434410301,0.5141893746744302,0.019209602021262,0.545343828633936,0.5122022052705151,0.3165989009688962,0.3236074935924661,0.1570607751932201,0.1611719793559306,149.0,29.0,"exp(mul(-0.02759993076324463, log(sq3(mul(mul(identity(add(mul(mul(identity(div(sqrt(mul(X8, add(mul(mul(X17, identity(mul(identity(identity(add(add(mul(X2, X9), exp(X14)), mul(mul(mul(X17, identity(mul(sq2(identity(X0)), X1))), identity(mul(sq2(identity(X0)), X1))), add(identity(sqrt(sq3(X17))), exp(sq3(sqrt(sqrt(sq3(X0)))))))))), X2))), X1), add(identity(add(X0, X16)), X16)))), X8)), identity(mul(identity(exp(div(sqrt(mul(sqrt(identity(sq3(exp(X12)))), X18)), -10.531566637730506))), identity(identity(mul(sq2(X15), identity(identity(mul(sq2(X15), identity(X11)))))))))), identity(X11)), add(identity(add(X0, mul(mul(X17, identity(mul(identity(exp(div(sqrt(mul(X8, add(sqrt(sq3(X13)), X5))), -10.531566637730506))), identity(X11)))), X1))), mul(mul(X17, sq3(identity(X7))), sqrt(sq3(X17)))))), mul(identity(exp(div(sqrt(mul(6.23237854060833, add(identity(sq3(add(X18, sqrt(sq3(X17))))), X5))), -10.531566637730506))), add(X11, X16))), X1)))))",results/exp_perf_beam_grid_search_0091_42c7d0c485_hall_of_fame.csv,results/exp_perf_beam_grid_search_0091_42c7d0c485_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_ca8a3ce090.pkl,False,max_iterations
beam_grid_0038,4e2de01eea,9ccb532edf,42,400,30,oblesa,100,2000,120,0.55,0.7,"[-50.0, 50.0]",10,100,50,0.5455630490807009,0.5140862608349147,0.0192199130366732,0.5450997857441053,0.5120986696521082,0.309080659147828,0.3164147924581503,0.1520066977593764,0.1565169078400007,316.0,29.0,"div(33.66093635559082, add(X1, add(add(sqrt(sq2(sqrt(X16))), sub(sub(X15, X13), sqrt(X5))), add(mul(X17, sqrt(sqrt(X5))), add(sqrt(div(X1, add(add(sqrt(sq3(div(sqrt(sq3(div(sq2(X4), add(X14, X3)))), add(X13, X3)))), sqrt(exp(X15))), X3))), add(sub(sub(sub(X15, X13), sqrt(X5)), sqrt(X5)), add(sqrt(X11), add(sqrt(mul(mul(X11, sqrt(mul(X0, log(X1)))), sqrt(sqrt(mul(add(mul(mul(X1, add(add(sqrt(X16), sub(sub(sub(X15, X13), sqrt(X10)), sqrt(X5))), add(sqrt(mul(X1, X2)), add(sub(sub(sqrt(sq3(div(sqrt(X10), add(X13, X3)))), sub(X16, add(mul(mul(X1, mul(mul(X1, X12), mul(identity(X2), X0))), X17), div(X16, add(X14, X3))))), sqrt(X5)), add(identity(sub(X13, sub(X16, add(mul(mul(X1, X2), div(div(add(X10, X1), add(X10, 41.8331295731557)), exp(sqrt(X3)))), 39.010822772979736)))), add(X15, sub(sub(sqrt(sq3(div(sqrt(X10), add(X13, X3)))), sub(X16, add(mul(add(X3, X3), X17), div(X16, add(X14, X3))))), sqrt(X5)))))))), X16), add(X6, add(add(sqrt(X16), sub(sub(sub(X11, X13), X17), sqrt(X5))), add(sqrt(X11), add(add(X15, sub(sub(sqrt(sq3(div(sqrt(X10), add(X13, X3)))), sub(X16, add(mul(mul(X1, mul(mul(X1, X12), mul(identity(X2), X0))), X17), div(X16, add(X14, X3))))), sqrt(X5))), add(identity(sub(mul(X2, X17), sub(X16, add(mul(mul(X1, X2), X17), 39.010822772979736)))), add(X15, sub(sub(sqrt(sq3(div(sqrt(sq3(div(sq2(X4), X1))), add(X13, X3)))), X13), sqrt(X5))))))))), sqrt(sqrt(mul(sqrt(sqrt(mul(X10, X15))), div(X1, add(add(sqrt(mul(X10, X18)), sqrt(exp(X5))), X3)))))))))), add(identity(sub(X15, sub(X16, add(sqrt(sq3(div(sqrt(X10), add(X14, X3)))), 39.010822772979736)))), add(X0, sub(sub(sqrt(sq3(div(sqrt(X10), add(X6, X3)))), sqrt(X1)), sqrt(X5))))))))))))",results/exp_perf_beam_grid_search_0038_4e2de01eea_hall_of_fame.csv,results/exp_perf_beam_grid_search_0038_4e2de01eea_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_9ccb532edf.pkl,False,max_iterations
beam_grid_0075,0c1a4f7a2d,8cec3489f6,42,400,30,oblesa,100,2500,100,0.55,0.65,"[-50.0, 50.0]",10,100,50,0.5446303848685768,0.5168425599120852,0.0192593590478596,0.5441661707529262,0.5148662431496158,0.3048862550258417,0.3117723172313056,0.1514205928706194,0.1552356189437735,399.0,30.0,"div(-29.04842048883438, sub(sub(sub(sub(X13, X15), sub(X15, sub(sub(-32.38208188672792, X1), sub(sub(X16, add(div(X9, X2), X16)), sub(X13, X15))))), sub(sub(X16, add(div(X9, X2), X7)), X14)), div(sub(X16, sub(sub(sub(sub(-32.38208188672792, X1), sub(sub(X10, add(X5, identity(X11))), X13)), X1), sub(sub(sub(X16, add(X5, sub(X16, sub(sub(sub(-32.38208188672792, sub(sub(-32.38208188672792, X1), sub(sub(mul(X1, X15), add(add(div(sub(add(div(X9, X2), X7), sub(sub(sub(sub(sub(sub(sqrt(X2), X1), -29.04842048883438), sq3(X13)), sub(sub(sub(X16, add(div(X9, X2), sub(X16, add(X5, add(X5, X16))))), sq2(div(X9, X2))), X2)), X1), sub(sub(X16, add(add(X16, X16), X16)), sub(mul(add(div(X9, X2), sub(mul(div(mul(X9, X10), X1), sqrt(X2)), add(X5, add(X5, X16)))), div(X10, X12)), X17)))), X2), X16), X5)), X0))), sub(sub(X16, add(mul(X10, X15), sub(X16, add(X5, add(X5, X16))))), sq2(div(X9, X2)))), sub(sub(sub(X6, add(div(X9, X2), sub(mul(div(mul(X11, X10), X12), sqrt(sub(X6, X0))), add(X5, add(X5, X16))))), add(mul(X13, X17), sub(mul(div(mul(X9, sub(sub(sub(-32.38208188672792, div(X13, sq2(identity(X0)))), sub(sub(identity(mul(sub(X12, X12), sq3(X16))), add(X9, X16)), X13)), X16)), X12), sqrt(sub(X6, X0))), add(X5, add(X5, X9))))), sq2(sub(X16, add(div(X9, X2), X18)))))))), add(div(sub(sub(sub(sub(sub(X15, add(div(X9, X2), sub(X16, add(X5, add(X5, X16))))), sq2(div(X9, X2))), sub(sub(sub(X9, X5), X1), sub(sub(log(sq3(sqrt(sqrt(exp(X5))))), add(div(X9, X2), sub(mul(div(mul(X11, sub(X16, add(div(X9, X2), sub(sub(X16, add(X5, add(X5, X16))), add(X5, add(X5, X16)))))), X12), sqrt(sub(X6, X0))), add(X5, add(X5, X16))))), add(div(X9, X2), sub(mul(div(mul(-29.04842048883438, X10), X11), sqrt(sub(X6, X7))), add(X5, add(X5, X16))))))), sq2(div(X9, X2))), sub(sub(sub(X5, X5), X1), sub(sub(X16, add(div(X9, X2), sub(mul(div(X7, X12), add(X5, X5)), add(X5, exp(X16))))), add(exp(exp(identity(identity(sub(identity(X15), sub(X18, X17)))))), sub(mul(div(mul(X9, X10), X1), sqrt(sub(X6, X0))), add(X5, add(X5, X16))))))), X2), X16)), log(X3)))), X4)))",results/exp_perf_beam_grid_search_0075_0c1a4f7a2d_hall_of_fame.csv,results/exp_perf_beam_grid_search_0075_0c1a4f7a2d_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_8cec3489f6.pkl,False,max_iterations
beam_grid_0182,6b577a8a0e,454751e18f,42,400,30,oblesa,100,2000,120,0.65,0.65,"[-50.0, 50.0]",5,100,50,0.5426683302771719,0.5173959676812057,0.0193423419975157,0.5422021159985618,0.515421914588836,0.3074321987282084,0.3129295165351365,0.1533348293641062,0.1568826199887222,228.0,30.0,"div(33.66093635559082, add(div(X11, X12), add(X15, add(identity(sub(X17, sqrt(X5))), add(div(add(identity(sub(X10, X11)), div(sub(log(sq2(sqrt(mul(sq3(mul(sq3(X1), X2)), div(X11, X8))))), mul(sqrt(X5), X5)), X12)), X4), add(X15, add(identity(sub(X17, X13)), add(div(add(add(20.723253557129993, add(identity(sub(X10, X11)), div(sub(log(sq2(sqrt(mul(sq3(mul(sq3(mul(sq3(X1), div(X8, X8))), identity(sq2(sqrt(sq3(sqrt(sq2(div(X1, 47.78551569207944))))))))), div(exp(X1), X8))))), mul(sqrt(X5), X5)), X12))), sub(log(sq2(sq2(sqrt(mul(sq3(X1), div(X11, X8)))))), mul(sqrt(X5), X5))), X4), add(X15, add(div(add(identity(sub(log(sq2(sqrt(mul(X2, div(sq3(X1), X4))))), sq2(sub(X9, div(20.723253557129993, X3))))), identity(sub(X18, mul(sqrt(X5), X5)))), X4), add(X15, add(identity(sub(X17, X18)), add(X15, add(div(identity(sub(log(sq2(sqrt(mul(sq3(mul(sq3(X1), div(sq2(add(sq2(sqrt(mul(sq3(X1), div(X11, X8)))), identity(sub(X10, X11)))), X8))), div(identity(sqrt(X12)), X8))))), mul(sqrt(X5), X5))), X4), add(X15, add(identity(sub(X17, X13)), add(div(add(add(sqrt(mul(sq3(X4), div(X11, X8))), X5), identity(sub(X5, sq2(sub(X9, X14))))), X4), add(X15, add(X15, add(identity(sub(X7, X13)), add(add(add(X1, sqrt(X9)), X16), 33.66093635559082)))))))))))))))))))))",results/exp_perf_beam_grid_search_0182_6b577a8a0e_hall_of_fame.csv,results/exp_perf_beam_grid_search_0182_6b577a8a0e_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_454751e18f.pkl,False,max_iterations
beam_grid_0050,baa85f251c,2fdcdc9be0,42,400,30,oblesa,100,2000,120,0.7,0.45,"[-50.0, 50.0]",5,100,50,0.5423249154260827,0.5316813298924317,0.0193568663524566,0.5418583510625832,0.5297657099285902,0.3139828605169945,0.3150613546370167,0.1519245980138854,0.1523220124544716,237.0,28.0,"log(sqrt(log(mul(log(mul(mul(mul(exp(div(38.0802380109661, div(div(X1, X14), X14))), exp(X12)), exp(mul(div(add(identity(mul(sqrt(X17), exp(sqrt(log(mul(X11, X8)))))), 38.0802380109661), X1), X13))), exp(mul(div(mul(add(sqrt(log(mul(X11, mul(mul(mul(exp(div(38.0802380109661, div(exp(mul(div(X4, X2), X13)), X14))), exp(X12)), exp(mul(div(add(identity(mul(div(X0, X6), 38.0802380109661)), 38.0802380109661), X1), X13))), exp(mul(div(mul(add(sqrt(log(mul(sub(X1, -1.582591715983682), 38.0802380109661))), sq2(identity(identity(sq2(log(sqrt(identity(X11)))))))), sqrt(X5)), X11), sqrt(X5))))))), sq2(div(add(log(mul(div(X4, X2), add(X5, identity(identity(sq2(log(sqrt(38.0802380109661)))))))), log(mul(38.0802380109661, X8))), X11))), sqrt(X5)), X11), sqrt(X5))))), log(mul(log(mul(mul(mul(exp(div(add(log(mul(div(X4, X2), add(div(exp(div(add(identity(mul(div(div(add(identity(mul(div(X11, X2), X4)), identity(mul(div(X4, X2), 38.0802380109661))), X1), X2), 38.0802380109661)), 38.0802380109661), X1)), sq2(identity(identity(sq2(log(sqrt(sqrt(div(X11, X8))))))))), exp(mul(div(add(identity(mul(sqrt(X11), exp(sqrt(log(mul(X11, X8)))))), 38.0802380109661), X1), X13))))), log(mul(log(identity(mul(div(X0, X6), 38.0802380109661))), X8))), X11)), sqrt(log(mul(log(38.0802380109661), X8)))), exp(mul(div(38.0802380109661, mul(add(div(X8, X11), X8), exp(X12))), add(38.0802380109661, X8)))), exp(mul(div(X5, X11), X13)))), sqrt(log(sqrt(log(mul(X11, X8)))))))))))",results/exp_perf_beam_grid_search_0050_baa85f251c_hall_of_fame.csv,results/exp_perf_beam_grid_search_0050_baa85f251c_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_2fdcdc9be0.pkl,False,max_iterations
beam_grid_0163,3687290157,947542ba8a,42,400,30,oblesa,100,2000,100,0.65,0.7,"[-50.0, 50.0]",10,100,50,0.5418764489582191,0.529271701607295,0.0193758337504527,0.5414094274178287,0.5273462252521903,0.3100020081239618,0.3140976637228025,0.1536959566093439,0.1553128366853982,285.0,30.0,"log(sqrt(log(add(add(div(add(add(sq2(X13), add(log(X4), add(log(38.51532504399145), add(sub(add(log(38.51532504399145), add(sub(X18, X10), add(add(add(add(sq3(sqrt(log(add(X7, exp(X5))))), X0), X12), sq2(log(add(sq3(sq3(X13)), add(X12, add(X12, add(sqrt(X6), X9))))))), log(38.51532504399145)))), X10), add(add(add(add(sq3(sqrt(log(add(add(sq3(add(add(38.51532504399145, add(45.40383838663743, X13)), log(38.51532504399145))), 38.51532504399145), exp(X5))))), X0), div(X15, X3)), sqrt(X7)), add(identity(exp(identity(mul(sub(sub(X0, sqrt(exp(sub(log(exp(X1)), log(add(add(sq3(add(add(38.51532504399145, add(45.40383838663743, X13)), log(38.51532504399145))), X18), exp(X5))))))), X7), sqrt(log(add(add(add(X7, exp(X5)), X4), X12))))))), sqrt(log(add(log(sq3(45.40383838663743)), X12))))))))), add(X16, add(add(sq2(log(sq2(identity(add(sqrt(sqrt(X15)), div(add(add(sq3(add(X1, sqrt(sq2(sq2(sq3(X0)))))), add(X15, X5)), mul(X14, X12)), sq3(X3))))))), sq2(identity(exp(identity(mul(sub(sub(X15, sq2(sq2(identity(X10)))), div(add(add(sq3(add(add(X7, sub(X6, identity(X3))), exp(X14))), X4), X12), sq3(X3))), X0)))))), add(exp(X15), add(sq2(X13), add(add(X15, sq2(log(add(X4, add(X12, add(sq2(add(X15, X17)), add(X12, add(X12, add(add(sq3(sq3(sqrt(log(add(add(sq3(sq3(X13)), exp(mul(X14, X12))), X12))))), X0), X10))))))))), log(38.51532504399145))))))), X1), add(identity(exp(identity(mul(sub(sub(X0, sqrt(exp(sub(log(exp(X1)), log(sq2(sq3(X4))))))), X16), sqrt(log(add(add(add(X7, exp(X5)), X4), X12))))))), sqrt(log(add(log(sq3(45.40383838663743)), X12))))), sq2(identity(exp(identity(mul(sub(sub(X0, sq2(sq2(identity(X10)))), X16), X0)))))))))",results/exp_perf_beam_grid_search_0163_3687290157_hall_of_fame.csv,results/exp_perf_beam_grid_search_0163_3687290157_final_population.csv,checkpoints/exp_perf_beam_grid_search_ckpt_947542ba8a.pkl,False,max_iterations
